"","tool","run","parameter","moment","value"
"2823","nm7","92","min","status","0"
"2824","nm7","92","ofv","estimate","2315.83916511203"
"2825","nm7","92","OMEGA1.1","estimate","0.150781"
"2826","nm7","92","OMEGA1.1","prse",NA
"2827","nm7","92","OMEGA2.1","estimate","0"
"2828","nm7","92","OMEGA2.1","prse",NA
"2829","nm7","92","OMEGA2.2","estimate","0.15705"
"2830","nm7","92","OMEGA2.2","prse",NA
"2831","nm7","92","OMEGA3.1","estimate","0"
"2832","nm7","92","OMEGA3.1","prse",NA
"2833","nm7","92","OMEGA3.2","estimate","0"
"2834","nm7","92","OMEGA3.2","prse",NA
"2835","nm7","92","OMEGA3.3","estimate","0.129951"
"2836","nm7","92","OMEGA3.3","prse",NA
"2837","nm7","92","SIGMA1.1","estimate","0.0883261"
"2838","nm7","92","SIGMA1.1","prse",NA
"2839","nm7","92","THETA1","estimate","10.1842"
"2840","nm7","92","THETA1","prse",NA
"2841","nm7","92","THETA2","estimate","17.6277"
"2842","nm7","92","THETA2","prse",NA
"2843","nm7","92","THETA3","estimate","0.058566"
"2844","nm7","92","THETA3","prse",NA
"2845","nm7","92","THETA4","estimate","3.21728"
"2846","nm7","92","THETA4","prse",NA
"2847","nm7","92","THETA5","estimate","91.531"
"2848","nm7","92","THETA5","prse",NA
"2849","nm7","92","THETA6","estimate","0.798835"
"2850","nm7","92","THETA6","prse",NA
"2851","nm7","92","THETA7","estimate","1.44012"
"2852","nm7","92","THETA7","prse",NA
"2853","nm7","93","prob","text","93 phase1 2 CMT like 1004 but diff. initial on V3"
"2854","nm7","93","min","status","0"
"2855","nm7","93","ofv","estimate","2475.07670528778"
"2856","nm7","93","OMEGA1.1","estimate","0.199559"
"2857","nm7","93","OMEGA1.1","prse",NA
"2858","nm7","93","OMEGA2.1","estimate","0"
"2859","nm7","93","OMEGA2.1","prse",NA
"2860","nm7","93","OMEGA2.2","estimate","0.123403"
"2861","nm7","93","OMEGA2.2","prse",NA
"2862","nm7","93","OMEGA3.1","estimate","0"
"2863","nm7","93","OMEGA3.1","prse",NA
"2864","nm7","93","OMEGA3.2","estimate","0"
"2865","nm7","93","OMEGA3.2","prse",NA
"2866","nm7","93","OMEGA3.3","estimate","0.110781"
"2867","nm7","93","OMEGA3.3","prse",NA
"2868","nm7","93","SIGMA1.1","estimate","0.0847611"
"2869","nm7","93","SIGMA1.1","prse",NA
"2870","nm7","93","THETA1","estimate","8.82796"
"2871","nm7","93","THETA1","prse",NA
"2872","nm7","93","THETA2","estimate","17.3461"
"2873","nm7","93","THETA2","prse",NA
"2874","nm7","93","THETA3","estimate","0.0618271"
"2875","nm7","93","THETA3","prse",NA
"2876","nm7","93","THETA4","estimate","3.22597"
"2877","nm7","93","THETA4","prse",NA
"2878","nm7","93","THETA5","estimate","85.3863"
"2879","nm7","93","THETA5","prse",NA
"2880","nm7","93","THETA6","estimate","1.14372"
"2881","nm7","93","THETA6","prse",NA
"2882","nm7","93","THETA7","estimate","1.06611"
"2883","nm7","93","THETA7","prse",NA
"2884","nm7","94","prob","text","94 phase1 2 CMT like 1004 but diff. initial on V3"
"2885","nm7","94","min","status","0"
"2886","nm7","94","ofv","estimate","2188.25977176344"
"2887","nm7","94","OMEGA1.1","estimate","0.139968"
"2888","nm7","94","OMEGA1.1","prse",NA
"2889","nm7","94","OMEGA2.1","estimate","0"
"2890","nm7","94","OMEGA2.1","prse",NA
"2891","nm7","94","OMEGA2.2","estimate","0.156912"
"2892","nm7","94","OMEGA2.2","prse",NA
"2893","nm7","94","OMEGA3.1","estimate","0"
"2894","nm7","94","OMEGA3.1","prse",NA
"2895","nm7","94","OMEGA3.2","estimate","0"
"2896","nm7","94","OMEGA3.2","prse",NA
"2897","nm7","94","OMEGA3.3","estimate","0.0808262"
"2898","nm7","94","OMEGA3.3","prse",NA
"2899","nm7","94","SIGMA1.1","estimate","0.0718913"
"2900","nm7","94","SIGMA1.1","prse",NA
"2901","nm7","94","THETA1","estimate","8.72711"
"2902","nm7","94","THETA1","prse",NA
"2903","nm7","94","THETA2","estimate","23.4708"
"2904","nm7","94","THETA2","prse",NA
"2905","nm7","94","THETA3","estimate","0.0613651"
"2906","nm7","94","THETA3","prse",NA
"2907","nm7","94","THETA4","estimate","3.35619"
"2908","nm7","94","THETA4","prse",NA
"2909","nm7","94","THETA5","estimate","90.008"
"2910","nm7","94","THETA5","prse",NA
"2911","nm7","94","THETA6","estimate","1.01148"
"2912","nm7","94","THETA6","prse",NA
"2913","nm7","94","THETA7","estimate","1.91761"
"2914","nm7","94","THETA7","prse",NA
"2915","nm7","95","prob","text","95 phase1 2 CMT like 1004 but diff. initial on V3"
"2916","nm7","95","min","status","0"
"2917","nm7","95","ofv","estimate","2444.66803773254"
"2918","nm7","95","OMEGA1.1","estimate","0.222228"
"2919","nm7","95","OMEGA1.1","prse",NA
"2920","nm7","95","OMEGA2.1","estimate","0"
"2921","nm7","95","OMEGA2.1","prse",NA
"2922","nm7","95","OMEGA2.2","estimate","0.137008"
"2923","nm7","95","OMEGA2.2","prse",NA
"2924","nm7","95","OMEGA3.1","estimate","0"
"2925","nm7","95","OMEGA3.1","prse",NA
"2926","nm7","95","OMEGA3.2","estimate","0"
"2927","nm7","95","OMEGA3.2","prse",NA
"2928","nm7","95","OMEGA3.3","estimate","0.110647"
"2929","nm7","95","OMEGA3.3","prse",NA
"2930","nm7","95","SIGMA1.1","estimate","0.075925"
"2931","nm7","95","SIGMA1.1","prse",NA
"2932","nm7","95","THETA1","estimate","8.31523"
"2933","nm7","95","THETA1","prse",NA
"2934","nm7","95","THETA2","estimate","17.5231"
"2935","nm7","95","THETA2","prse",NA
"2936","nm7","95","THETA3","estimate","0.0569285"
"2937","nm7","95","THETA3","prse",NA
"2938","nm7","95","THETA4","estimate","2.75665"
"2939","nm7","95","THETA4","prse",NA
"2940","nm7","95","THETA5","estimate","98.6848"
"2941","nm7","95","THETA5","prse",NA
"2942","nm7","95","THETA6","estimate","1.18532"
"2943","nm7","95","THETA6","prse",NA
"2944","nm7","95","THETA7","estimate","1.06023"
"2945","nm7","95","THETA7","prse",NA
"2946","nm7","96","prob","text","96 phase1 2 CMT like 1004 but diff. initial on V3"
"2947","nm7","96","min","status","0"
"2948","nm7","96","ofv","estimate","2544.13568106712"
"2949","nm7","96","OMEGA1.1","estimate","0.241901"
"2950","nm7","96","OMEGA1.1","prse",NA
"2951","nm7","96","OMEGA2.1","estimate","0"
"2952","nm7","96","OMEGA2.1","prse",NA
"2953","nm7","96","OMEGA2.2","estimate","0.0893913"
"2954","nm7","96","OMEGA2.2","prse",NA
"2955","nm7","96","OMEGA3.1","estimate","0"
"2956","nm7","96","OMEGA3.1","prse",NA
"2957","nm7","96","OMEGA3.2","estimate","0"
"2958","nm7","96","OMEGA3.2","prse",NA
"2959","nm7","96","OMEGA3.3","estimate","0.135823"
"2960","nm7","96","OMEGA3.3","prse",NA
"2961","nm7","96","SIGMA1.1","estimate","0.0632577"
"2962","nm7","96","SIGMA1.1","prse",NA
"2963","nm7","96","THETA1","estimate","7.94587"
"2964","nm7","96","THETA1","prse",NA
"2965","nm7","96","THETA2","estimate","22.0359"
"2966","nm7","96","THETA2","prse",NA
"2967","nm7","96","THETA3","estimate","0.066954"
"2968","nm7","96","THETA3","prse",NA
"2969","nm7","96","THETA4","estimate","3.70423"
"2970","nm7","96","THETA4","prse",NA
"2971","nm7","96","THETA5","estimate","106.358"
"2972","nm7","96","THETA5","prse",NA
"2973","nm7","96","THETA6","estimate","1.45424"
"2974","nm7","96","THETA6","prse",NA
"2975","nm7","96","THETA7","estimate","1.24729"
"2976","nm7","96","THETA7","prse",NA
"2977","nm7","97","prob","text","97 phase1 2 CMT like 1004 but diff. initial on V3"
"2978","nm7","97","min","status","0"
"2979","nm7","97","ofv","estimate","2175.49801137469"
"2980","nm7","97","OMEGA1.1","estimate","0.222998"
"2981","nm7","97","OMEGA1.1","prse",NA
"2982","nm7","97","OMEGA2.1","estimate","0"
"2983","nm7","97","OMEGA2.1","prse",NA
"2984","nm7","97","OMEGA2.2","estimate","0.134969"
"2985","nm7","97","OMEGA2.2","prse",NA
"2986","nm7","97","OMEGA3.1","estimate","0"
"2987","nm7","97","OMEGA3.1","prse",NA
"2988","nm7","97","OMEGA3.2","estimate","0"
"2989","nm7","97","OMEGA3.2","prse",NA
"2990","nm7","97","OMEGA3.3","estimate","0.128598"
"2991","nm7","97","OMEGA3.3","prse",NA
"2992","nm7","97","SIGMA1.1","estimate","0.069361"
"2993","nm7","97","SIGMA1.1","prse",NA
"2994","nm7","97","THETA1","estimate","9.20651"
"2995","nm7","97","THETA1","prse",NA
"2996","nm7","97","THETA2","estimate","20.2286"
"2997","nm7","97","THETA2","prse",NA
"2998","nm7","97","THETA3","estimate","0.0648729"
"2999","nm7","97","THETA3","prse",NA
"3000","nm7","97","THETA4","estimate","3.61177"
"3001","nm7","97","THETA4","prse",NA
"3002","nm7","97","THETA5","estimate","100.852"
"3003","nm7","97","THETA5","prse",NA
"3004","nm7","97","THETA6","estimate","0.893707"
"3005","nm7","97","THETA6","prse",NA
"3006","nm7","97","THETA7","estimate","1.33994"
"3007","nm7","97","THETA7","prse",NA
"3008","nm7","98","prob","text","98 phase1 2 CMT like 1004 but diff. initial on V3"
"3009","nm7","98","min","status","0"
"3010","nm7","98","ofv","estimate","2303.36616657399"
"3011","nm7","98","OMEGA1.1","estimate","0.18799"
"3012","nm7","98","OMEGA1.1","prse",NA
"3013","nm7","98","OMEGA2.1","estimate","0"
"3014","nm7","98","OMEGA2.1","prse",NA
"3015","nm7","98","OMEGA2.2","estimate","0.223884"
"3016","nm7","98","OMEGA2.2","prse",NA
"3017","nm7","98","OMEGA3.1","estimate","0"
"3018","nm7","98","OMEGA3.1","prse",NA
"3019","nm7","98","OMEGA3.2","estimate","0"
"3020","nm7","98","OMEGA3.2","prse",NA
"3021","nm7","98","OMEGA3.3","estimate","0.126696"
"3022","nm7","98","OMEGA3.3","prse",NA
"3023","nm7","98","SIGMA1.1","estimate","0.0789849"
"3024","nm7","98","SIGMA1.1","prse",NA
"3025","nm7","98","THETA1","estimate","8.4248"
"3026","nm7","98","THETA1","prse",NA
"3027","nm7","98","THETA2","estimate","19.2538"
"3028","nm7","98","THETA2","prse",NA
"3029","nm7","98","THETA3","estimate","0.060316"
"3030","nm7","98","THETA3","prse",NA
"3031","nm7","98","THETA4","estimate","3.64048"
"3032","nm7","98","THETA4","prse",NA
"3033","nm7","98","THETA5","estimate","114.454"
"3034","nm7","98","THETA5","prse",NA
"3035","nm7","98","THETA6","estimate","0.89862"
"3036","nm7","98","THETA6","prse",NA
"3037","nm7","98","THETA7","estimate","1.7435"
"3038","nm7","98","THETA7","prse",NA
"3039","nm7","99","prob","text","99 phase1 2 CMT like 1004 but diff. initial on V3"
"3040","nm7","99","min","status","0"
"3041","nm7","99","ofv","estimate","2307.18612979805"
"3042","nm7","99","OMEGA1.1","estimate","0.245307"
"3043","nm7","99","OMEGA1.1","prse",NA
"3044","nm7","99","OMEGA2.1","estimate","0"
"3045","nm7","99","OMEGA2.1","prse",NA
"3046","nm7","99","OMEGA2.2","estimate","0.133173"
"3047","nm7","99","OMEGA2.2","prse",NA
"3048","nm7","99","OMEGA3.1","estimate","0"
"3049","nm7","99","OMEGA3.1","prse",NA
"3050","nm7","99","OMEGA3.2","estimate","0"
"3051","nm7","99","OMEGA3.2","prse",NA
"3052","nm7","99","OMEGA3.3","estimate","0.116203"
"3053","nm7","99","OMEGA3.3","prse",NA
"3054","nm7","99","SIGMA1.1","estimate","0.0651108"
"3055","nm7","99","SIGMA1.1","prse",NA
"3056","nm7","99","THETA1","estimate","8.69547"
"3057","nm7","99","THETA1","prse",NA
"3058","nm7","99","THETA2","estimate","21.5671"
"3059","nm7","99","THETA2","prse",NA
"3060","nm7","99","THETA3","estimate","0.0604458"
"3061","nm7","99","THETA3","prse",NA
"3062","nm7","99","THETA4","estimate","3.58411"
"3063","nm7","99","THETA4","prse",NA
"3064","nm7","99","THETA5","estimate","107.668"
"3065","nm7","99","THETA5","prse",NA
"3066","nm7","99","THETA6","estimate","1.25017"
"3067","nm7","99","THETA6","prse",NA
"3068","nm7","99","THETA7","estimate","1.43756"
"3069","nm7","99","THETA7","prse",NA
"3070","nm7","100","prob","text","100 phase1 2 CMT like 1004 but diff. initial on V3"
"3071","nm7","100","min","status","0"
"3072","nm7","100","ofv","estimate","2262.20608597668"
"3073","nm7","100","OMEGA1.1","estimate","0.158238"
"3074","nm7","100","OMEGA1.1","prse",NA
"3075","nm7","100","OMEGA2.1","estimate","0"
"3076","nm7","100","OMEGA2.1","prse",NA
"3077","nm7","100","OMEGA2.2","estimate","0.117358"
"3078","nm7","100","OMEGA2.2","prse",NA
"3079","nm7","100","OMEGA3.1","estimate","0"
"3080","nm7","100","OMEGA3.1","prse",NA
"3081","nm7","100","OMEGA3.2","estimate","0"
"3082","nm7","100","OMEGA3.2","prse",NA
"3083","nm7","100","OMEGA3.3","estimate","0.115134"
"3084","nm7","100","OMEGA3.3","prse",NA
"3085","nm7","100","SIGMA1.1","estimate","0.070252"
"3086","nm7","100","SIGMA1.1","prse",NA
"3087","nm7","100","THETA1","estimate","8.77202"
"3088","nm7","100","THETA1","prse",NA
"3089","nm7","100","THETA2","estimate","22.5109"
"3090","nm7","100","THETA2","prse",NA
"3091","nm7","100","THETA3","estimate","0.0661118"
"3092","nm7","100","THETA3","prse",NA
"3093","nm7","100","THETA4","estimate","4.25975"
"3094","nm7","100","THETA4","prse",NA
"3095","nm7","100","THETA5","estimate","99.9593"
"3096","nm7","100","THETA5","prse",NA
"3097","nm7","100","THETA6","estimate","0.916888"
"3098","nm7","100","THETA6","prse",NA
"3099","nm7","100","THETA7","estimate","1.63059"
"3100","nm7","100","THETA7","prse",NA
"3101","nm7","101","prob","text","101 phase1 2 CMT like 1004 but diff. initial on V3"
"3102","nm7","101","min","status","0"
"3103","nm7","101","ofv","estimate","2500.32855409516"
"3104","nm7","101","OMEGA1.1","estimate","0.221345"
"3105","nm7","101","OMEGA1.1","prse",NA
"3106","nm7","101","OMEGA2.1","estimate","0"
"3107","nm7","101","OMEGA2.1","prse",NA
"3108","nm7","101","OMEGA2.2","estimate","0.127076"
"3109","nm7","101","OMEGA2.2","prse",NA
"3110","nm7","101","OMEGA3.1","estimate","0"
"3111","nm7","101","OMEGA3.1","prse",NA
"3112","nm7","101","OMEGA3.2","estimate","0"
"3113","nm7","101","OMEGA3.2","prse",NA
"3114","nm7","101","OMEGA3.3","estimate","0.113994"
"3115","nm7","101","OMEGA3.3","prse",NA
"3116","nm7","101","SIGMA1.1","estimate","0.0690094"
"3117","nm7","101","SIGMA1.1","prse",NA
"3118","nm7","101","THETA1","estimate","7.52437"
"3119","nm7","101","THETA1","prse",NA
"3120","nm7","101","THETA2","estimate","19.415"
"3121","nm7","101","THETA2","prse",NA
"3122","nm7","101","THETA3","estimate","0.0618765"
"3123","nm7","101","THETA3","prse",NA
"3124","nm7","101","THETA4","estimate","3.41644"
"3125","nm7","101","THETA4","prse",NA
"3126","nm7","101","THETA5","estimate","130.839"
"3127","nm7","101","THETA5","prse",NA
"3128","nm7","101","THETA6","estimate","1.12188"
"3129","nm7","101","THETA6","prse",NA
"3130","nm7","101","THETA7","estimate","1.58567"
"3131","nm7","101","THETA7","prse",NA
"3132","nm7","102","prob","text","102 phase1 2 CMT like 1004 but diff. initial on V3"
"3133","nm7","102","min","status","0"
"3134","nm7","102","ofv","estimate","2205.46608889643"
"3135","nm7","102","OMEGA1.1","estimate","0.169682"
"3136","nm7","102","OMEGA1.1","prse",NA
"3137","nm7","102","OMEGA2.1","estimate","0"
"3138","nm7","102","OMEGA2.1","prse",NA
"3139","nm7","102","OMEGA2.2","estimate","0.0942409"
"3140","nm7","102","OMEGA2.2","prse",NA
"3141","nm7","102","OMEGA3.1","estimate","0"
"3142","nm7","102","OMEGA3.1","prse",NA
"3143","nm7","102","OMEGA3.2","estimate","0"
"3144","nm7","102","OMEGA3.2","prse",NA
"3145","nm7","102","OMEGA3.3","estimate","0.116564"
"3146","nm7","102","OMEGA3.3","prse",NA
"3147","nm7","102","SIGMA1.1","estimate","0.0651989"
"3148","nm7","102","SIGMA1.1","prse",NA
"3149","nm7","102","THETA1","estimate","9.70459"
"3150","nm7","102","THETA1","prse",NA
"3151","nm7","102","THETA2","estimate","23.9169"
"3152","nm7","102","THETA2","prse",NA
"3153","nm7","102","THETA3","estimate","0.0620865"
"3154","nm7","102","THETA3","prse",NA
"3155","nm7","102","THETA4","estimate","3.56431"
"3156","nm7","102","THETA4","prse",NA
"3157","nm7","102","THETA5","estimate","84.3416"
"3158","nm7","102","THETA5","prse",NA
"3159","nm7","102","THETA6","estimate","1.00372"
"3160","nm7","102","THETA6","prse",NA
"3161","nm7","102","THETA7","estimate","1.32105"
"3162","nm7","102","THETA7","prse",NA
"3163","nm7","103","prob","text","103 phase1 2 CMT like 1004 but diff. initial on V3"
"3164","nm7","103","min","status","0"
"3165","nm7","103","ofv","estimate","2767.09366325897"
"3166","nm7","103","OMEGA1.1","estimate","0.153253"
"3167","nm7","103","OMEGA1.1","prse",NA
"3168","nm7","103","OMEGA2.1","estimate","0"
"3169","nm7","103","OMEGA2.1","prse",NA
"3170","nm7","103","OMEGA2.2","estimate","0.133625"
"3171","nm7","103","OMEGA2.2","prse",NA
"3172","nm7","103","OMEGA3.1","estimate","0"
"3173","nm7","103","OMEGA3.1","prse",NA
"3174","nm7","103","OMEGA3.2","estimate","0"
"3175","nm7","103","OMEGA3.2","prse",NA
"3176","nm7","103","OMEGA3.3","estimate","0.115758"
"3177","nm7","103","OMEGA3.3","prse",NA
"3178","nm7","103","SIGMA1.1","estimate","0.0748572"
"3179","nm7","103","SIGMA1.1","prse",NA
"3180","nm7","103","THETA1","estimate","9.57681"
"3181","nm7","103","THETA1","prse",NA
"3182","nm7","103","THETA2","estimate","21.0352"
"3183","nm7","103","THETA2","prse",NA
"3184","nm7","103","THETA3","estimate","0.0647789"
"3185","nm7","103","THETA3","prse",NA
"3186","nm7","103","THETA4","estimate","3.58607"
"3187","nm7","103","THETA4","prse",NA
"3188","nm7","103","THETA5","estimate","106.364"
"3189","nm7","103","THETA5","prse",NA
"3190","nm7","103","THETA6","estimate","0.966337"
"3191","nm7","103","THETA6","prse",NA
"3192","nm7","103","THETA7","estimate","1.69517"
"3193","nm7","103","THETA7","prse",NA
"3194","nm7","104","prob","text","104 phase1 2 CMT like 1004 but diff. initial on V3"
"3195","nm7","104","min","status","0"
"3196","nm7","104","ofv","estimate","2477.63261967824"
"3197","nm7","104","OMEGA1.1","estimate","0.147261"
"3198","nm7","104","OMEGA1.1","prse",NA
"3199","nm7","104","OMEGA2.1","estimate","0"
"3200","nm7","104","OMEGA2.1","prse",NA
"3201","nm7","104","OMEGA2.2","estimate","0.140769"
"3202","nm7","104","OMEGA2.2","prse",NA
"3203","nm7","104","OMEGA3.1","estimate","0"
"3204","nm7","104","OMEGA3.1","prse",NA
"3205","nm7","104","OMEGA3.2","estimate","0"
"3206","nm7","104","OMEGA3.2","prse",NA
"3207","nm7","104","OMEGA3.3","estimate","0.0860598"
"3208","nm7","104","OMEGA3.3","prse",NA
"3209","nm7","104","SIGMA1.1","estimate","0.0575851"
"3210","nm7","104","SIGMA1.1","prse",NA
"3211","nm7","104","THETA1","estimate","6.88876"
"3212","nm7","104","THETA1","prse",NA
"3213","nm7","104","THETA2","estimate","24.7852"
"3214","nm7","104","THETA2","prse",NA
"3215","nm7","104","THETA3","estimate","0.0752061"
"3216","nm7","104","THETA3","prse",NA
"3217","nm7","104","THETA4","estimate","4.72051"
"3218","nm7","104","THETA4","prse",NA
"3219","nm7","104","THETA5","estimate","109.444"
"3220","nm7","104","THETA5","prse",NA
"3221","nm7","104","THETA6","estimate","0.965407"
"3222","nm7","104","THETA6","prse",NA
"3223","nm7","104","THETA7","estimate","2.37491"
"3224","nm7","104","THETA7","prse",NA
"3225","nm7","105","prob","text","105 phase1 2 CMT like 1004 but diff. initial on V3"
"3226","nm7","105","min","status","0"
"3227","nm7","105","ofv","estimate","2362.28836744127"
"3228","nm7","105","OMEGA1.1","estimate","0.448004"
"3229","nm7","105","OMEGA1.1","prse",NA
"3230","nm7","105","OMEGA2.1","estimate","0"
"3231","nm7","105","OMEGA2.1","prse",NA
"3232","nm7","105","OMEGA2.2","estimate","0.167864"
"3233","nm7","105","OMEGA2.2","prse",NA
"3234","nm7","105","OMEGA3.1","estimate","0"
"3235","nm7","105","OMEGA3.1","prse",NA
"3236","nm7","105","OMEGA3.2","estimate","0"
"3237","nm7","105","OMEGA3.2","prse",NA
"3238","nm7","105","OMEGA3.3","estimate","0.131968"
"3239","nm7","105","OMEGA3.3","prse",NA
"3240","nm7","105","SIGMA1.1","estimate","0.0691841"
"3241","nm7","105","SIGMA1.1","prse",NA
"3242","nm7","105","THETA1","estimate","5.30433"
"3243","nm7","105","THETA1","prse",NA
"3244","nm7","105","THETA2","estimate","19.8668"
"3245","nm7","105","THETA2","prse",NA
"3246","nm7","105","THETA3","estimate","0.0564178"
"3247","nm7","105","THETA3","prse",NA
"3248","nm7","105","THETA4","estimate","6.03558"
"3249","nm7","105","THETA4","prse",NA
"3250","nm7","105","THETA5","estimate","952.14"
"3251","nm7","105","THETA5","prse",NA
"3252","nm7","105","THETA6","estimate","1.16346"
"3253","nm7","105","THETA6","prse",NA
"3254","nm7","105","THETA7","estimate","1.82433"
"3255","nm7","105","THETA7","prse",NA
"3256","nm7","106","prob","text","106 phase1 2 CMT like 1004 but diff. initial on V3"
"3257","nm7","106","min","status","0"
"3258","nm7","106","ofv","estimate","2594.42438275077"
"3259","nm7","106","OMEGA1.1","estimate","0.104857"
"3260","nm7","106","OMEGA1.1","prse",NA
"3261","nm7","106","OMEGA2.1","estimate","0"
"3262","nm7","106","OMEGA2.1","prse",NA
"3263","nm7","106","OMEGA2.2","estimate","0.0839239"
"3264","nm7","106","OMEGA2.2","prse",NA
"3265","nm7","106","OMEGA3.1","estimate","0"
"3266","nm7","106","OMEGA3.1","prse",NA
"3267","nm7","106","OMEGA3.2","estimate","0"
"3268","nm7","106","OMEGA3.2","prse",NA
"3269","nm7","106","OMEGA3.3","estimate","0.0835128"
"3270","nm7","106","OMEGA3.3","prse",NA
"3271","nm7","106","SIGMA1.1","estimate","0.0633395"
